id,Column,gender,postcode,longitude,latitude,leeftijd,age,gezondh,verwink,inkbron,opleiding,education,huishouden,family,geslacht,suggestion,remarks,created_at,theme_completed,finished_at,VR1_1,VR1_2,VR1_3,VR1_4,VR1_5,VR1_6,VR1_7,VR1_O,VR3_1,VR3_2,VR3_3,VR3_4,VR3_5,VR3_6,VR3_7,VR3_O,VR4,VR4_O,VR5_1,VR5_2,VR5_3,VR5_4,VR5_5,VR5_6,VR5_7,VR5_O,VR6_1,VR6_2,VR6_3,VR6_4,VR6_5,VR6_6,VR6_7,VR6_O,VR7,VR7_O,VR8,VR8_O,VR9,VR9_O,VR10,VR10_O,VR13_1,VR13_2,VR13_3,VR13_4,VR13_5,VR13_6,VR13_7,VR13_O,VR11,VR11_O,VR12,VR12_O,VR48_1,VR48_2,VR48_3,VR48_4,VR48_5,VR48_6,VR48_7,VR48_O,VR14_1,VR14_2,VR14_3,VR14_4,VR14_5,VR14_6,VR14_7,VR14_O,VR15_1,VR15_2,VR15_3,VR15_4,VR15_5,VR15_6,VR15_7,VR15_O,VR16,VR16_O,VR17,VR17_O,VR18_1,VR18_2,VR18_3,VR18_4,VR18_5,VR18_6,VR18_7,VR18_O,VR19,VR19_O,VR20,VR20_O,VR21_1,VR21_2,VR21_3,VR21_4,VR21_5,VR21_6,VR21_7,VR21_O,VR22_1,VR22_2,VR22_3,VR22_4,VR22_5,VR22_6,VR22_7,VR22_O,VR23,VR23_O,VR24,VR24_O,VR25_1,VR25_2,VR25_3,VR25_4,VR25_5,VR25_6,VR25_8,VR25_O,VR26,VR26_O,VR27,VR27_O,VR28,VR28_O,VR29,VR29_O,VR30,VR30_O,VR32,VR32_O,VR31_1,VR31_2,VR31_3,VR31_4,VR31_5,VR31_6,VR31_7,VR31_O,VR33,VR33_O,VR34_1,VR34_2,VR34_3,VR34_4,VR34_5,VR34_6,VR34_7,VR34_O,VR35,VR35_O,VR36,VR36_O,VR37,VR37_O,VR38,VR38_O,VR39,VR39_O,VR40,VR40_O,VR41_1,VR41_2,VR41_3,VR41_4,VR41_5,VR41_6,VR41_7,VR41_O,VR42,VR42_O,VR43_1,VR43_2,VR43_3,VR43_4,VR43_5,VR43_6,VR43_7,VR43_O,VR44_1,VR44_2,VR44_3,VR44_4,VR44_5,VR44_6,VR44_7,VR44_O,VR45_1,VR45_2,VR45_3,VR45_4,VR45_5,VR45_6,VR45_7,VR45_O,VR46_1,VR46_3,VR46_4,VR46_5,VR46_6,VR46_7,VR46_8,VR46_O,VR47,VR47_O,VR2,VR2_O,VR49,VR49_O,VR50,VR50_O,VR51_1,VR51_2,VR51_3,VR51_4,VR51_5,VR51_6,VR51_7,VR51_O,VR52_1,VR52_2,VR52_3,VR52_4,VR52_5,VR52_O,VR53_1,VR53_2,VR53_3,VR53_4,VR53_5,VR53_6,VR53_7,VR53_O,VR54_1,VR54_2,VR54_3,VR54_4,VR54_5,VR54_6,VR54_7,VR54_O,VR55_1,VR55_2,VR55_3,VR55_4,VR55_5,VR55_6,VR55_7,VR55_O,VR56_1,VR56_2,VR56_3,VR56_4,VR56_5,VR56_6,VR56_7,VR56_O,VR57,VR57_O,VR58,VR58_O,VR59,VR59_O,VR60,VR60_O,VR61_1,VR61_2,VR61_3,VR61_4,VR61_5,VR61_6,VR61_7,VR61_O,VR62_1,VR62_2,VR62_3,VR62_4,VR62_5,VR62_6,VR62_7,VR62_O,VR63,VR63_O,VR64,VR64_O,VR65_1,VR65_2,VR65_3,VR65_4,VR65_5,VR65_6,VR65_7,VR65_O,VR66,VR66_O,VR68,VR68_O,VR69_1,VR69_2,VR69_3,VR69_4,VR69_5,VR69_6,VR69_7,VR69_O,VR67_1,VR67_2,VR67_3,VR67_4,VR67_5,VR67_6,VR67_7,VR67_O,VR70,VR70_O
848,1737,1,3024XB,4.457482188,51.90680171,40,1977,3,3,3,5,5,1,1,1,onderwijs, ,23/01/2017 16:56,1,23/01/2017 17:21,,,,,"Meer buitenruimte: parken, speelpleinen",Meer mobiliteit: openbaar vervoer en fietsenstallingen,, ,,Ik ga bewust naar kleine winkels in de buurt,,,Ik maak/produceer zoveel mogelijk zelf en koop zo weinig mogelijk,Ik bestel direct bij de producent,, ,6, ,Betaalde professionele verzorging thuis,,,,Verhuizen naar een verzorgingstehuis,,, ,,Duurzaam gebouwde woningen,Flexibele woningen die je beter kan aanpassen,Meer variatie aan woningen door zelfbouw en minder regels,,,, ,3, ,4, ,3, ,1,Empty,Vanuit huis,,,,,"Overal b.v. in een cafâˆ_Â©, bibliotheek",, ,4, ,4, ,,,Mijn hobbies,,Studeren en het opdoen van kennis,,, ,,,,Ik werk zelfstandig voor verschillende opdrachtgevers,Ik start een eigen bedrijf,,, ,,"Ik leer zelfstandig continu bij, bijvoorbeeld met cursussen of via internet",,,"Learning by doing, ik leer het meest in de praktijk",,, ,3, ,5, ,Mijn pensioen,,,Mijn werktijden,,,, ,3, ,1, ,Meer parken en speelpleintjes in de buurt,,,,,Meer plekken waar ze creatieve talenten kunnen ontwikkelen,, ,,,,,Thuis,,Op straat en in de buurt, ,1, ,1, ,Meer sport en bewegen,Meer leren en studeren,,,"Meer creatieve activiteiten, zoals muziek, toneel of tekenen",,, ,2, ,5, ,1, ,3, ,1, ,2, ,,,,,,Kinderen gaan gewoon nog naar school,, ,3, ,,,Goed burgerschap,Creativiteit en kritisch denken,,,, ,6, ,4, ,4, ,2, ,1, ,1, ,,Rotterdammer,Nederlander,,,,, ,3, ,Cafâˆ_Â©'s en restaurants,,Openbare ruimtes zoals parken,,,,, ,,,,Vrijwilligers: buurtvaders en -moeders,Preventie: jeugdcoaches en voorlichting,,, ,Economie: langer blijven werken,,,,Zichzelf: lekker genieten,,, ,,"Voor bedrijven, die zorgen voor werkgelegenheid",,"Voor wetenschappers, creatieven en kunstenaars, die maken de stad mooier",,,, ,3, ,1, ,2, ,1, ,,,,,,"Ja, voornamelijk via een online video-consult.",, ,,,Weet ik (nog) niet,,, ,Ik zorg voor eigen familie of vrienden,,,,,Ik vind niet dat de overheid dat mag vragen,, ,,,Preventie: gezond gedrag belonen,,,"Helaas, mensen krijgen minder zorg",, ,,"Mijn huisarts, ziekenhuis",,,,Ikzelf,, ,Kinderen vroeg stimuleren om te sporten,,,Bedrijven laten medewerkers sporten onder werktijd,,,, ,3, ,1, ,3, ,1, ,,,Digitale diensten zoals internet en streaming diensten,,"Vervoersmiddelen zoals auto's, scooters en fietsen",,, ,,Ik probeer mijn energieverbruik  zo veel mogelijk te verminderen,,Ik investeer in duurzame energie,,,, ,1, ,4, ,"Minder consumeren, minder nieuw kopen",Mijn spullen langer blijven gebruiken,,,Alleen nog duurzaam geproduceerde producten kopen,,, ,1, ,4, ,,,,Openbaar vervoer,,,, ,Verbod op vervuilers als vrachtverkeer en cruiseschepen,,,Overheid investeert in duurzame energie,,Veel extra groen en veel bomen,, ,1, 
852,1850,2,3027CB,4.434201843,51.91418264,,1958,,,,, ,,,, , ,23/01/2017 16:57,1,23/01/2017 17:22,,Meer ontmoeten: wijk- of buurtgebouw,,,,,"Anders, namelijkâ€_Ã„Â¶",Minder gooi- en smijtzaken in de buurt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,1609,1,3024EA,4.460542833,51.90290919,49,1968, , , , , , ,,1, , ,23/01/2017 17:12,0, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
898,1914,2,3028CM,4.422059027,51.91526965,44,1973, ,2, , , , ,,2, , ,23/01/2017 17:29,1, ,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,,"Meer buitenruimte: parken, speelpleinen",,, ,,Ik ga bewust naar kleine winkels in de buurt,,,Ik maak/produceer zoveel mogelijk zelf en koop zo weinig mogelijk,,, ,6, ,,,,,,Met een groep zorg zelf inkopen en delen,, ,Woningen bereikbaar voor mensen met een kleine beurs,Duurzaam gebouwde woningen,Flexibele woningen die je beter kan aanpassen,,,,, ,2, ,5, ,1, ,1,Empty,,,,,,,, , , , , ,,Mijn gezin en vrienden,,,Studeren en het opdoen van kennis,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,Rotterdammer,,,Wereldburger,,, ,5, ,,"Theaters, musea",Openbare ruimtes zoals parken,,,,, ,,,,,Preventie: jeugdcoaches en voorlichting,,, ,,Opvoeding: van de eigen (klein-)kinderen,,,,Elkaar: zorg voor andere ouderen,, ,,,,"Voor wetenschappers, creatieven en kunstenaars, die maken de stad mooier",,"Voor mensen in nood, wij zijn er om elkaar te helpen",, ,2, ,1, ,4, ,1, ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,Kleine dingen die je minder vaak nodig hebt zoals gereedschap,Digitale diensten zoals internet en streaming diensten,"Dure (huishoudelijke) apparatuur, bijv. een wasmachine","Vervoersmiddelen zoals auto's, scooters en fietsen",(Woon-)ruimte (voor gasten of een feestje),, ,,Ik probeer mijn energieverbruik  zo veel mogelijk te verminderen,,,Ik ga zelf energie opwekken met bijvoorbeeld zonnecellen,,, ,4, ,3, ,"Minder consumeren, minder nieuw kopen",Mijn spullen langer blijven gebruiken,Mijn spullen delen met anderen,Meehelpen met het opruimen van zwerfafval,Alleen nog duurzaam geproduceerde producten kopen,,, ,4, ,4, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶",mijn fiets,,,Subsidie voor duurzame energie thuis,Overheid investeert in duurzame energie,,Veel extra groen en veel bomen,, ,1, 
904,1617,2,3024EA,4.460542833,51.90290919,72,1945, ,5, ,5,5,3,3,2,Stadsverwarming en hergebruik van grondstoffen, ,23/01/2017 17:31,1,23/01/2017 17:52,,,Meer mogelijkheden om te werken,,,Meer mobiliteit: openbaar vervoer en fietsenstallingen,, ,,,Ik bestel alles via internet en laat het bezorgen,,,,, ,8,Ik zit al in mijn droomwoning!,Betaalde professionele verzorging thuis,"Verzorging door vrijwilligers, familie of vrienden",,,,,, ,,Duurzaam gebouwde woningen,,,,,, ,5, ,3, ,2, ,1,"Bomen, bomen, bomen",,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , ,1, , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
907,1893,1,3027TM,4.431472059,51.91522527,,1991,,,,,5,,3,,Onderwijs en sociale omgang,Welke rol heeft religie in uw Rotterdam?,23/01/2017 17:32,1,23/01/2017 18:33,,Meer ontmoeten: wijk- of buurtgebouw,,Meer sport: binnen en buiten,,,, ,In grote supermarkten en winkelketens,,Ik bestel alles via internet en laat het bezorgen,Ik bestel op internet en haal het op bij een ophaalpunt,,,, ,1, ,Betaalde professionele verzorging thuis,"Verzorging door vrijwilligers, familie of vrienden",,,,,, ,,Duurzaam gebouwde woningen,,,,,, ,3, ,4, ,4, ,1,"Stads en veilig, met duurzame oplossingen.",Vanuit huis,,,"Op een flexibele werkplek, die ik deel met anderen",,,, ,1, ,4, ,Vrijwilligerswerk,,,,Studeren en het opdoen van kennis,,, ,,,Ik zoek een nieuwe vaste baan,,Ik start een eigen bedrijf,,, ,Ik volg aanvullende opleidingen,"Ik leer zelfstandig continu bij, bijvoorbeeld met cursussen of via internet",,,,,, ,4, ,5, ,Mijn pensioen,Verzekering voor als ik ziek word en niet meer kan werken,,Mijn werktijden,,,, ,1, ,1,Flexibel met een abonnement voor werkplekken met wifi en gratis koffie.,,Betere school-en sportgebouwen,,,"Meer afgesloten, veilige binnenspeeltuinen",,, ,"Op een (sport-) club, in een vereniging etc.",In een buurthuis,,,,,, ,6, ,3, ,Meer sport en bewegen,,Meer tijd voor zingeving en religie,,,,, ,1, ,1, ,3, ,3, ,1,Investeren in onderwijs en interreligieuze kennis.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,1341,2,3022EN,4.443243557,51.92069224,64,1953, , , , , , ,,2, , ,23/01/2017 17:33,0, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
925,1650,1,3024EP,4.464218224,51.90388806,62,1955, , , , , , ,,1, , ,23/01/2017 17:43,1, ,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,,,,, , , , , ,,,Mijn hobbies,,,,Reizen en de wereld verkennen, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,Rotterdammer,,,,,, ,2, ,Cafâˆ_Â©'s en restaurants,"Theaters, musea",,,,,, ,,Robots die agenten ondersteunen,Intensief camaratoezicht en sensoren,,,,, ,,,,,Zichzelf: lekker genieten,,, ,"Voor toeristen, die brengen geld in het laatje",,"Voor hoogopgeleiden, die hebben we hard nodig",,,,, ,3, , , ,1, , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
928,1897,2,3027TM,4.431472059,51.91522527,23,1994, ,3, , , , ,,2, , ,23/01/2017 17:45,1,23/01/2017 17:54,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,Meer mogelijkheden om te werken,,,,, ,In grote supermarkten en winkelketens,,Ik bestel alles via internet en laat het bezorgen,Ik bestel op internet en haal het op bij een ophaalpunt,,,, ,4, ,Betaalde professionele verzorging thuis,,,,Verhuizen naar een verzorgingstehuis,,, ,,Duurzaam gebouwde woningen,,,Grotere woningen,,, ,3, ,5, ,4, , ,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , ,7, , , , , ,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
949,1808,1,3026GP,4.445597776,51.91331035,64,1953,3,2, ,3,3,1,1,1, , ,23/01/2017 18:06,1,23/01/2017 18:15,,Meer ontmoeten: wijk- of buurtgebouw,,,,Meer mobiliteit: openbaar vervoer en fietsenstallingen,, ,,Ik ga bewust naar kleine winkels in de buurt,,,,,, ,1, ,,,,,,Met een groep zorg zelf inkopen en delen,, ,Woningen bereikbaar voor mensen met een kleine beurs,Duurzaam gebouwde woningen,Flexibele woningen die je beter kan aanpassen,,,,, ,2, ,3, ,2, ,1,Empty,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, , , , , , , , , , , , , ,,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , ,2, , , , , ,,,Alleen in bijzondere of ernstige gevallen,,,,, ,"Nee, absoluut niet",,,,, ,,,,,,Ik vind niet dat de overheid dat mag vragen,, ,Iedereen betaalt mee: verzekering wordt duurder,,,,,,, ,,"Mijn huisarts, ziekenhuis",,,,Ikzelf,, ,,,,,Fit blijven biedt financiâˆ_Â´le voordelen (bijv verzekering),,, ,1, ,3, ,3, ,1, ,,Kleine dingen die je minder vaak nodig hebt zoals gereedschap,,"Dure (huishoudelijke) apparatuur, bijv. een wasmachine",,,, ,,,,,,,"Maak niet uit, energie is dan schoon en gratis", ,4, ,3, ,"Minder consumeren, minder nieuw kopen",,Mijn spullen delen met anderen,,,,, ,5, ,2, ,,,Een (electrische) fiets of scooter,Openbaar vervoer,,,, ,Verbod op vervuilers als vrachtverkeer en cruiseschepen,Fietskilometervergoeding ipv autokilometervergoeding,,,,Veel extra groen en veel bomen,, ,1, 
968,1878,2,3027JL,4.436767613,51.9184312,41,1976,4, ,3,5,5,2,2,2,"FinanciÃ«le kennis van de burgers verbeteren, vanuit school (leren omgaan met geld, de waarde van geld kennen, ondernemerschap (door ervaren ondernemers, geen docenten of ambtenaar), gemeentelijke instelling (leren budgetteren), indien een burger een uitkering ontvangt of komt aanvragen, 1 op 1 coachen naar werk, onderneming, talenten/vaardigheden verder ontwikkelen (deskundigen uit het veld).", ,23/01/2017 18:20,1,23/01/2017 19:02,,,,,,,, ,,,,,,,, , , ,,,,,,,, ,,,,,,,, , , , , , , , ,Empty,,,,"Op een flexibele werkplek, die ik deel met anderen",,"Overal b.v. in een cafâˆ_Â©, bibliotheek",, ,5, ,7,"Ik wil zolang mogelijk werken, zolang als het op gezondheidsgebied goed gaat en het werk mij bevalt.",,,,,,,, ,,,,,Ik start een eigen bedrijf,Ik maak zo veel mogelijk zelf en ruil spullen met anderen,, ,,"Ik leer zelfstandig continu bij, bijvoorbeeld met cursussen of via internet",,,,Ik laat me coachen om mijn persoonlijke talenten te ontwikkelen,, ,2, ,3, ,Mijn pensioen,Verzekering voor als ik ziek word en niet meer kan werken,,,,Vangnet voor als ik werkloos word,, ,3, ,1,"Ik wil op iedere denkbare en betaalbare locatie in Rotterdam kunnen werken, afhankelijk van de wensen vd klant.",,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , ,3, ,,Ouders huren iemand in,Er zijn online lesprogramma's,,,,, ,4, ,Sociale competenties en vaardigheden,,,,,Ondernemerschap,, ,7,"Ouders, kinderen en bedrijven/onderwijs organisaties, die de veranderingen in de wereld en/of land monitoren en daarop inspelen in het bepalen aan van welke vaardigheden er in de toekomst behoefte zal zijn.",4, ,4, ,2, ,1, ,1,"Leerkrachten, docenten selecteren/beoordelen op prestaties/resultaten. De beoordeling aan de leerlingen /studenten en ouders/verzorgers overlaten ipv directeur (onderwijsinstelling, bestuur), collega docenten.",,,,,,,, , , ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,Alleen in bijzondere of ernstige gevallen,,,,, ,,Denk het niet,,,, ,Ik zorg voor eigen familie of vrienden,,,,Ik help wel op afstand via een app of internet,,, ,,,Preventie: gezond gedrag belonen,Controle: door verplichte periodieke gezondheidschecks,,,, ,,"Mijn huisarts, ziekenhuis",,,,Ikzelf,, ,Kinderen vroeg stimuleren om te sporten,,,,Fit blijven biedt financiâˆ_Â´le voordelen (bijv verzekering),,, ,4, ,2, ,4, ,1,"De burgers aanspreken op hun leefstijl, consequenties, gevolgen tonen van bepaald gedrag. Vanaf school,  consultatiebureau leefstijl bespreken en aanpakken, indien anders is gewenst.",,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , 
976,1792,1,3026EK,4.441829854,51.91529759,39,1978, ,5, ,5,5,3,3,1,"ontwikkelen van woonruimte, niet door te slopen, maar door eindelijk bijvoorbeeld in de M4H's te gaan bouwen.", ,23/01/2017 18:24,1,23/01/2017 19:00,,,,,,,"Anders, namelijkâ€_Ã„Â¶",zeer afhankelijk van de ontwikkeling in werk-prive balans,,,,,,,"Anders, namelijkâ€_Ã„Â¶","in de buurt, afhankelijk van wat er voor handen is",8,ik blijf zo lang mogelijk zitten.,Betaalde professionele verzorging thuis,,,,,,, ,Woningen bereikbaar voor mensen met een kleine beurs,Duurzaam gebouwde woningen,,,,,, ,5, ,5, ,2, ,1,gericht verdichten zonder te slopen: eerst in hoog tempo de beschikbare open plekken volbouwen zoals hier op de achtergrond: de lloydpier,,,,,,,, , , , , ,,Mijn gezin en vrienden,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , ,1, ,,,,,,Kinderen gaan gewoon nog naar school,, ,1, ,,,,,Hun passie en zelfontplooiing,,, ,6, ,1, ,4, ,2, ,2, ,1,"investeren in de kwaliteit van onderwijs, daarbij ook dergelijk perspectief te bieden dat schooluitval onaantrekkelijk lijkt (is)",,Rotterdammer,,,,,, ,5, ,Cafâˆ_Â©'s en restaurants,,,,,,, ,,,,,Preventie: jeugdcoaches en voorlichting,,, ,,,,,,,"Anders, namelijkâ€_Ã„Â¶",dat is voor iedere oudere anders,,,,,"Voor studenten en jongeren, dat is de toekomst",,, ,5,ik zie dat niet als primaire taak van bewoners. wij kunnen kiezen de gemeente dat te laten doen en daar zou ik ten alle tijden voor willen kiezen,1, ,3, ,1,zorgen dat geen groepen uitgesloten worden,,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,,,,,,"Anders, namelijkâ€_Ã„Â¶","das lastig... nu niks behalve af en toe een huurauto. kan het slecht inschatten, de infra is nu nog erg onbeholpen...",,,,,,"Anders, namelijkâ€_Ã„Â¶",,mix van bovenstaande,4, ,6,combinatie van bovenstaande,"Minder consumeren, minder nieuw kopen",Mijn spullen langer blijven gebruiken,,,,,, ,5, ,6,"stadstuinbouw is vanuit de nederlandse kennis over grootschalig kweken van gewassen een vreemde ontwikkeling, ik denk dat deze geen lang leven beschoren is. Een echte CO2 beprijzing op eten zou de enige juiste aanpak zijn.",,,,,,,"Anders, namelijkâ€_Ã„Â¶","een fiets! (nu ook al, alles met de fiets)",,Fietskilometervergoeding ipv autokilometervergoeding,,,,Veel extra groen en veel bomen,, , , 
998,1833,2,3026XE,4.438318265,51.91402854,32,1985, ,4, , , , ,,2, , ,23/01/2017 18:41,1, ,"Meer cultuur en gezelligheid: bibliotheek, theater, horeca",,,,"Meer buitenruimte: parken, speelpleinen",,, ,In grote supermarkten en winkelketens,Ik ga bewust naar kleine winkels in de buurt,,,,,, ,4, ,,"Verzorging door vrijwilligers, familie of vrienden",,,,Met een groep zorg zelf inkopen en delen,, ,Woningen bereikbaar voor mensen met een kleine beurs,Duurzaam gebouwde woningen,,,,,, ,4, ,5, ,3, ,1,Empty,,,,,,,, , , , , ,Vrijwilligerswerk,Mijn gezin en vrienden,,,,,, ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , ,,,,,,,, ,,,,,,,, , , , , ,,,,,,,, , , , , , , , , , , ,2, ,,,Er zijn online lesprogramma's,,,Kinderen gaan gewoon nog naar school,, ,4, ,Sociale competenties en vaardigheden,,Goed burgerschap,,,,, ,1, ,4, ,4, ,2, ,1, ,1,"Investeer in (kansarme) jongeren, een goede opleiding/school waar goede vaardigheden worden aangeleerd en ontwikkeld zijn van levensbelang voor goed burgerschap","Bewoner van mijn wijk (Crooswijker, Zuid etc.)",,,,,,, ,3, ,,,,Bij verenigingen of clubs,Religieuze gebouwen,,, ,,,,Vrijwilligers: buurtvaders en -moeders,,,, ,,Opvoeding: van de eigen (klein-)kinderen,,Algemeen nut: vrijwilligerswerk,,,, ,,,"Voor hoogopgeleiden, die hebben we hard nodig",,"Voor studenten en jongeren, dat is de toekomst",,, ,4, ,2, ,4, ,1,"Laat mensen elkaar ontmoeten en met elkaar optrekken, zodat ze betrokken op elkaar kunnen worden en zo elkaar kunnen helpen.",,,,,,,, ,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, ,,,,,,,, , , , , , , , , ,,Kleine dingen die je minder vaak nodig hebt zoals gereedschap,,,"Vervoersmiddelen zoals auto's, scooters en fietsen",(Woon-)ruimte (voor gasten of een feestje),, ,,Ik probeer mijn energieverbruik  zo veel mogelijk te verminderen,,,,,, ,2, ,2, ,"Minder consumeren, minder nieuw kopen",Mijn spullen langer blijven gebruiken,Mijn spullen delen met anderen,,,,, ,5, ,4, ,,,Een (electrische) fiets of scooter,,,,, ,,Fietskilometervergoeding ipv autokilometervergoeding,Subsidie voor duurzame energie thuis,Overheid investeert in duurzame energie,,,, ,1, 
